2024-07-04 23:46:43,109 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-07-04 23:46:43,129 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-07-04 23:46:43,129 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-07-04 23:46:43,139 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-07-04 23:46:43,139 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-07-04 23:46:43,139 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-07-04 23:46:43,139 INFO  SwAddin.cs: 201 - Setting up command manager
2024-07-04 23:46:43,139 INFO  SwAddin.cs: 204 - Adding command manager
2024-07-04 23:46:43,139 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-07-04 23:46:43,139 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-07-04 23:46:43,139 INFO  SwAddin.cs: 210 - Adding event handlers
2024-07-04 23:46:43,159 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-07-04 23:51:49,552 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2024-07-04 23:51:49,552 INFO  SwAddin.cs: 299 - Save is required
2024-07-04 23:51:49,552 INFO  SwAddin.cs: 313 - Saving assembly
2024-07-04 23:51:49,552 INFO  SwAddin.cs: 316 - Opening property manager
2024-07-04 23:51:49,583 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2024-07-04 23:51:49,583 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Assem1
2024-07-04 23:51:49,583 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1
2024-07-04 23:51:49,583 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-07-04 23:51:49,583 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-07-04 23:51:49,583 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Full Assembly-1
2024-07-04 23:51:49,583 INFO  ExportHelperExtension.cs: 1136 - Found 248 in Full Assembly-1
2024-07-04 23:51:49,583 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Full Assembly-1
2024-07-04 23:51:49,583 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2024-07-04 23:51:49,583 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Assem1
2024-07-04 23:51:49,583 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1
2024-07-04 23:51:49,583 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-07-04 23:51:49,583 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-07-04 23:51:49,583 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Full Assembly-1
2024-07-04 23:51:49,583 INFO  ExportHelperExtension.cs: 1136 - Found 248 in Full Assembly-1
2024-07-04 23:51:49,583 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Full Assembly-1
2024-07-04 23:51:49,896 INFO  SwAddin.cs: 339 - Loading config tree
2024-07-04 23:51:49,896 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-07-04 23:51:49,974 INFO  SwAddin.cs: 344 - Showing property manager
2024-07-04 23:52:24,544 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2024-07-04 23:52:28,000 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2024-07-04 23:52:28,000 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Assem1
2024-07-04 23:52:28,000 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in Assem1
2024-07-04 23:52:28,000 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-07-04 23:52:28,000 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-07-04 23:52:28,000 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Full Assembly-1
2024-07-04 23:52:28,015 INFO  ExportHelperExtension.cs: 1136 - Found 248 in Full Assembly-1
2024-07-04 23:52:28,015 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Full Assembly-1
2024-07-04 23:52:28,015 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2024-07-04 23:52:28,015 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Assem1
2024-07-04 23:52:28,015 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1
2024-07-04 23:52:28,015 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-07-04 23:52:28,015 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-07-04 23:52:28,015 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Full Assembly-1
2024-07-04 23:52:28,015 INFO  ExportHelperExtension.cs: 1136 - Found 248 in Full Assembly-1
2024-07-04 23:52:28,015 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Full Assembly-1
2024-07-04 23:52:28,062 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-04 23:58:17,664 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2024-07-04 23:58:17,664 INFO  SwAddin.cs: 299 - Save is required
2024-07-04 23:58:17,664 INFO  SwAddin.cs: 313 - Saving assembly
2024-07-04 23:58:17,664 INFO  SwAddin.cs: 316 - Opening property manager
2024-07-04 23:58:17,664 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2024-07-04 23:58:17,664 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Assem1
2024-07-04 23:58:17,664 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1
2024-07-04 23:58:17,664 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-07-04 23:58:17,664 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-07-04 23:58:17,664 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Full Assembly-1
2024-07-04 23:58:17,664 INFO  ExportHelperExtension.cs: 1136 - Found 248 in Full Assembly-1
2024-07-04 23:58:17,664 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Full Assembly-1
2024-07-04 23:58:17,664 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2024-07-04 23:58:17,664 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Assem1
2024-07-04 23:58:17,664 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1
2024-07-04 23:58:17,664 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-07-04 23:58:17,664 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-07-04 23:58:17,664 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Full Assembly-1
2024-07-04 23:58:17,664 INFO  ExportHelperExtension.cs: 1136 - Found 248 in Full Assembly-1
2024-07-04 23:58:17,680 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Full Assembly-1
2024-07-04 23:58:17,867 INFO  SwAddin.cs: 339 - Loading config tree
2024-07-04 23:58:17,867 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-07-04 23:58:17,867 INFO  SwAddin.cs: 344 - Showing property manager
2024-07-04 23:58:32,371 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-04 23:58:38,686 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-04 23:58:50,579 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-04 23:58:57,392 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-04 23:59:52,268 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-04 23:59:54,675 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-05 00:00:19,299 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2024-07-05 00:00:21,768 INFO  ExportHelperExtension.cs: 347 - Creating joint Wheel
2024-07-05 00:00:21,768 INFO  ExportHelperExtension.cs: 1397 - Fixing components for base_link
2024-07-05 00:00:21,768 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2024-07-05 00:00:21,768 INFO  ExportHelperExtension.cs: 1409 - Component 25 is already fixed
2024-07-05 00:00:21,784 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2024-07-05 00:00:21,784 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2024-07-05 00:00:21,784 INFO  ExportHelperExtension.cs: 849 - L1: 0
